model,origin_date,forecast_date,horizon,actual,predicted,error
ridge,2023-08-17,2023-08-26,7,12.4,12.396385192871094,0.0036144256591796875
ridge,2023-08-17,2023-09-02,14,21.9,21.912872314453125,0.012872695922851562
ridge,2023-08-17,2023-09-18,30,8.4,8.474874496459961,0.0748748779296875
ridge,2023-09-02,2023-09-03,1,21.3,21.22720718383789,0.07279205322265625
ridge,2023-09-02,2023-09-05,3,23.9,23.892736434936523,0.00726318359375
ridge,2023-09-02,2023-09-09,7,12.0,12.067049026489258,0.06704902648925781
ridge,2023-09-02,2023-09-16,14,14.6,14.670761108398438,0.07076072692871094
ridge,2023-09-02,2023-10-02,30,18.6,18.597848892211914,0.0021514892578125
ridge,2023-09-16,2023-09-17,1,13.6,13.643562316894531,0.04356193542480469
ridge,2023-09-16,2023-09-19,3,8.8,8.817964553833008,0.01796436309814453
ridge,2023-09-16,2023-09-23,7,15.5,15.475055694580078,0.024944305419921875
ridge,2023-09-16,2023-09-30,14,15.2,15.139490127563477,0.060509681701660156
ridge,2023-09-16,2023-10-16,30,6.6,6.672150611877441,0.07215070724487305
ridge,2023-09-30,2023-10-01,1,17.1,17.02444076538086,0.07555961608886719
ridge,2023-09-30,2023-10-03,3,20.4,20.39370346069336,0.0062961578369140625
ridge,2023-09-30,2023-10-07,7,7.6,7.720232963562012,0.12023305892944336
ridge,2023-09-30,2023-10-14,14,7.5,7.57285213470459,0.07285213470458984
ridge,2023-09-30,2023-10-30,30,-2.6,-2.634536027908325,0.034536123275756836
ridge,2023-10-14,2023-10-15,1,7.2,7.302982330322266,0.1029825210571289
ridge,2023-10-14,2023-10-17,3,5.5,5.553684234619141,0.053684234619140625
ridge,2023-10-14,2023-10-21,7,4.2,4.112159729003906,0.08784008026123047
ridge,2023-10-14,2023-10-28,14,2.1,1.9775182008743286,0.12248170375823975
ridge,2023-10-14,2023-11-13,30,2.1,1.9740526676177979,0.1259472370147705
ridge,2023-10-28,2023-10-29,1,0.3,0.26357293128967285,0.036427080631256104
ridge,2023-10-28,2023-10-31,3,-3.6,-3.5835330486297607,0.016466856002807617
ridge,2023-10-28,2023-11-04,7,0.0,0.03744006156921387,0.03744006156921387
ridge,2023-10-28,2023-11-11,14,-3.0,-3.0873472690582275,0.08734726905822754
ridge,2023-10-28,2023-11-27,30,-6.4,-6.299908638000488,0.10009145736694336
ridge,2023-11-11,2023-11-12,1,-3.3,-3.3890130519866943,0.08901309967041016
ridge,2023-11-11,2023-11-14,3,1.0,0.929814338684082,0.07018566131591797
ridge,2023-11-11,2023-11-18,7,-1.9,-1.9186437129974365,0.018643736839294434
ridge,2023-11-11,2023-11-25,14,-3.7,-3.6792666912078857,0.020733356475830078
ridge,2023-11-11,2023-12-11,30,-6.5,-6.647120475769043,0.14712047576904297
ridge,2023-11-25,2023-11-26,1,-2.6,-2.5982232093811035,0.0017766952514648438
ridge,2023-11-25,2023-11-28,3,-12.5,-12.475137710571289,0.024862289428710938
ridge,2023-11-25,2023-12-02,7,-9.7,-9.767274856567383,0.0672750473022461
ridge,2023-11-25,2023-12-09,14,3.6,3.5570530891418457,0.042946815490722656
ridge,2023-11-25,2023-12-25,30,1.8,1.7442141771316528,0.05578577518463135
ridge,2023-12-09,2023-12-10,1,-0.8,-0.9208080768585205,0.12080806493759155
ridge,2023-12-09,2023-12-12,3,-4.4,-4.51357364654541,0.11357355117797852
ridge,2023-12-09,2023-12-16,7,-3.1,-3.1039397716522217,0.00393986701965332
ridge,2023-12-09,2023-12-23,14,-3.2,-3.1684038639068604,0.03159618377685547
ridge,2023-12-09,2024-01-08,30,-13.8,-13.777710914611816,0.022289276123046875
ridge,2023-12-23,2023-12-24,1,0.2,0.05928492546081543,0.1407150775194168
ridge,2023-12-23,2023-12-26,3,0.9,0.8376319408416748,0.062368035316467285
ridge,2023-12-23,2023-12-30,7,-6.5,-6.329169273376465,0.17083072662353516
ridge,2023-12-23,2024-01-06,14,-12.6,-12.665199279785156,0.06519889831542969
ridge,2023-12-23,2024-01-22,30,-5.1,-5.2889299392700195,0.18893003463745117
ridge,2024-01-06,2024-01-07,1,-10.7,-10.60901165008545,0.0909881591796875
ridge,2024-01-06,2024-01-09,3,-11.9,-11.96834659576416,0.06834697723388672
ridge,2024-01-06,2024-01-13,7,-12.7,-12.83069133758545,0.1306915283203125
ridge,2024-01-06,2024-01-20,14,-16.2,-16.419836044311523,0.2198352813720703
ridge,2024-01-06,2024-02-05,30,-6.5,-6.435129165649414,0.06487083435058594
ridge,2024-01-20,2024-01-21,1,-13.8,-13.98447036743164,0.18447017669677734
ridge,2024-01-20,2024-01-23,3,-11.7,-11.87155532836914,0.1715555191040039
ridge,2024-01-20,2024-01-27,7,2.0,1.947213888168335,0.05278611183166504
ridge,2024-01-20,2024-02-03,14,-5.1,-5.16172981262207,0.06172990798950195
ridge,2024-01-20,2024-02-19,30,-17.4,-17.64566993713379,0.24567031860351562
ridge,2024-02-03,2024-02-04,1,-5.6,-5.638608932495117,0.03860902786254883
ridge,2024-02-03,2024-02-06,3,-6.2,-6.187482833862305,0.012516975402832031
ridge,2024-02-03,2024-02-10,7,0.9,0.7861394882202148,0.11386048793792725
ridge,2024-02-03,2024-02-17,14,-18.8,-18.91725730895996,0.11725807189941406
ridge,2024-02-03,2024-03-04,30,4.3,4.13503885269165,0.1649613380432129
ridge,2024-02-17,2024-02-18,1,-13.4,-13.555460929870605,0.15546131134033203
ridge,2024-02-17,2024-02-20,3,-12.7,-12.812811851501465,0.11281204223632812
ridge,2024-02-17,2024-02-24,7,-15.4,-15.524445533752441,0.12444591522216797
ridge,2024-02-17,2024-03-02,14,0.9,0.7710435390472412,0.12895643711090088
ridge,2024-02-17,2024-03-18,30,-6.5,-6.629212379455566,0.1292123794555664
ridge,2024-03-02,2024-03-03,1,0.5,0.2833282947540283,0.21667170524597168
ridge,2024-03-02,2024-03-05,3,1.0,0.6688656806945801,0.3311343193054199
ridge,2024-03-02,2024-03-09,7,-2.1,-2.338670492172241,0.23867058753967285
ridge,2024-03-02,2024-03-16,14,-1.4,-1.5374104976654053,0.13741052150726318
ridge,2024-03-02,2024-04-01,30,1.2,0.9868605136871338,0.21313953399658203
ridge,2024-03-16,2024-03-17,1,-1.0,-1.0068464279174805,0.006846427917480469
ridge,2024-03-16,2024-03-19,3,-6.3,-6.297332763671875,0.0026674270629882812
ridge,2024-03-16,2024-03-23,7,-12.5,-12.54147720336914,0.041477203369140625
ridge,2024-03-16,2024-03-30,14,-1.0,-1.2490811347961426,0.24908113479614258
ridge,2024-03-16,2024-04-15,30,5.5,5.511386394500732,0.011386394500732422
ridge,2024-03-30,2024-03-31,1,1.1,0.8835139274597168,0.2164860963821411
ridge,2024-03-30,2024-04-02,3,2.6,2.411109447479248,0.1888904571533203
ridge,2024-03-30,2024-04-06,7,3.4,3.289243221282959,0.11075687408447266
ridge,2024-03-30,2024-04-13,14,3.1,3.0137360095977783,0.08626389503479004
ridge,2024-03-30,2024-04-29,30,1.9,1.7108445167541504,0.1891554594039917
ridge,2024-04-13,2024-04-14,1,3.0,2.8767786026000977,0.12322139739990234
ridge,2024-04-13,2024-04-16,3,2.6,2.621976613998413,0.021976709365844727
ridge,2024-04-13,2024-04-20,7,3.8,3.6213932037353516,0.17860674858093262
ridge,2024-04-13,2024-04-27,14,6.4,6.2035064697265625,0.19649362564086914
ridge,2024-04-13,2024-05-13,30,14.9,14.813477516174316,0.08652210235595703
ridge,2024-04-27,2024-04-28,1,6.2,6.04700231552124,0.15299749374389648
ridge,2024-04-27,2024-04-30,3,7.0,6.890236854553223,0.10976314544677734
ridge,2024-04-27,2024-05-04,7,14.4,14.183218002319336,0.2167816162109375
ridge,2024-04-27,2024-05-11,14,12.2,12.17770767211914,0.022292137145996094
ridge,2024-04-27,2024-05-27,30,14.1,14.008512496948242,0.09148788452148438
ridge,2024-05-11,2024-05-12,1,11.7,11.594383239746094,0.10561656951904297
ridge,2024-05-11,2024-05-14,3,9.5,9.405153274536133,0.09484672546386719
ridge,2024-05-11,2024-05-18,7,18.7,18.659423828125,0.040576934814453125
ridge,2024-05-11,2024-05-25,14,6.6,6.541525840759277,0.058474063873291016
ridge,2024-05-11,2024-06-10,30,9.7,9.686148643493652,0.013851165771484375
ridge,2024-05-25,2024-05-26,1,16.7,16.65550994873047,0.044490814208984375
ridge,2024-05-25,2024-05-28,3,11.7,11.604057312011719,0.09594249725341797
ridge,2024-05-25,2024-06-01,7,17.4,17.382844924926758,0.017154693603515625
ridge,2024-05-25,2024-06-08,14,16.3,16.193561553955078,0.10643768310546875
ridge,2024-05-25,2024-06-24,30,21.0,20.87604522705078,0.12395477294921875
ridge,2024-06-08,2024-06-09,1,11.5,11.483713150024414,0.016286849975585938
ridge,2024-06-08,2024-06-11,3,12.1,12.042842864990234,0.05715751647949219
ridge,2024-06-08,2024-06-15,7,11.7,11.560998916625977,0.13900089263916016
ridge,2024-06-08,2024-06-22,14,18.5,18.473125457763672,0.026874542236328125
ridge,2024-06-08,2024-07-08,30,21.9,21.894336700439453,0.0056629180908203125
ridge,2024-06-22,2024-06-23,1,16.3,16.254301071166992,0.04569816589355469
ridge,2024-06-22,2024-06-25,3,18.9,18.858200073242188,0.04179954528808594
ridge,2024-06-22,2024-06-29,7,17.7,17.601728439331055,0.09827232360839844
ridge,2024-06-22,2024-07-06,14,19.8,19.670351028442383,0.12964820861816406
ridge,2024-06-22,2024-07-22,30,16.2,16.188112258911133,0.011888504028320312
ridge,2024-07-06,2024-07-07,1,20.4,20.279157638549805,0.12084197998046875
ridge,2024-07-06,2024-07-09,3,20.5,20.45328140258789,0.046718597412109375
ridge,2024-07-06,2024-07-13,7,22.6,22.576993942260742,0.023006439208984375
ridge,2024-07-06,2024-07-20,14,16.6,16.61518669128418,0.015186309814453125
ridge,2024-07-06,2024-08-05,30,16.6,16.612512588500977,0.01251220703125
ridge,2024-07-20,2024-07-21,1,15.4,15.371383666992188,0.028615951538085938
ridge,2024-07-20,2024-07-23,3,15.2,15.149757385253906,0.05024242401123047
ridge,2024-07-20,2024-07-27,7,20.8,20.735034942626953,0.06496429443359375
ridge,2024-07-20,2024-08-03,14,22.4,22.352767944335938,0.04723167419433594
ridge,2024-07-20,2024-08-19,30,12.4,12.407735824584961,0.0077362060546875
ridge,2024-08-03,2024-08-04,1,17.9,17.87807846069336,0.021921157836914062
ridge,2024-08-03,2024-08-06,3,15.9,15.919471740722656,0.019472122192382812
ridge,2024-08-03,2024-08-10,7,15.4,15.359247207641602,0.040752410888671875
ridge,2024-08-03,2024-08-17,14,19.3,19.283538818359375,0.016460418701171875
ridge,2024-08-03,2024-09-02,30,12.4,12.39088249206543,0.00911712646484375
ridge,2024-08-17,2024-08-18,1,14.8,14.80562686920166,0.005626678466796875
ridge,2024-08-17,2024-08-20,3,13.0,12.989944458007812,0.0100555419921875
ridge,2024-08-17,2024-08-24,7,18.0,17.91822624206543,0.08177375793457031
ridge,2024-08-17,2024-08-31,14,18.5,18.497406005859375,0.002593994140625
ridge,2024-08-17,2024-09-17,30,20.3,20.386470794677734,0.0864715576171875
ridge,2024-08-31,2024-09-01,1,13.1,13.072113037109375,0.027887344360351562
ridge,2024-08-31,2024-09-03,3,16.8,16.766801834106445,0.03319740295410156
ridge,2024-08-31,2024-09-08,7,8.1,8.143293380737305,0.043292999267578125
ridge,2024-08-31,2024-09-15,14,19.3,19.352497100830078,0.05249786376953125
ridge,2024-08-31,2024-10-02,30,10.2,10.218371391296387,0.01837158203125
ridge,2024-09-15,2024-09-16,1,20.0,20.055286407470703,0.055286407470703125
ridge,2024-09-15,2024-09-18,3,18.6,18.638565063476562,0.03856468200683594
ridge,2024-09-15,2024-09-23,7,10.5,10.535414695739746,0.035414695739746094
ridge,2024-09-15,2024-09-30,14,11.4,11.390666961669922,0.009332656860351562
ridge,2024-09-15,2024-10-16,30,4.6,4.576925754547119,0.02307415008544922
ridge,2024-09-30,2024-10-01,1,13.9,13.93586540222168,0.03586578369140625
ridge,2024-09-30,2024-10-03,3,14.7,14.727594375610352,0.027594566345214844
ridge,2024-09-30,2024-10-07,7,6.1,6.07509708404541,0.024902820587158203
ridge,2024-09-30,2024-10-14,14,4.4,4.299252986907959,0.10074710845947266
ridge,2024-09-30,2024-10-30,30,14.0,13.935577392578125,0.064422607421875
ridge,2024-10-14,2024-10-15,1,5.2,5.1207170486450195,0.07928276062011719
ridge,2024-10-14,2024-10-17,3,7.0,7.0025739669799805,0.0025739669799804688
ridge,2024-10-14,2024-10-21,7,12.8,12.735092163085938,0.06490802764892578
ridge,2024-10-14,2024-10-28,14,-1.9,-1.9058713912963867,0.005871415138244629
ridge,2024-10-14,2024-11-13,30,0.5,0.49883198738098145,0.0011680126190185547
ridge,2024-10-28,2024-10-29,1,4.5,4.456424236297607,0.04357576370239258
ridge,2024-10-28,2024-10-31,3,4.1,4.086679935455322,0.013319969177246094
ridge,2024-10-28,2024-11-04,7,6.5,6.521088600158691,0.021088600158691406
ridge,2024-10-28,2024-11-11,14,1.6,1.5899343490600586,0.010065674781799316
ridge,2024-10-28,2024-11-27,30,-2.0,-2.093015193939209,0.09301519393920898
ridge,2024-11-11,2024-11-12,1,-1.8,-1.8175528049468994,0.017552852630615234
ridge,2024-11-11,2024-11-14,3,0.6,0.46968626976013184,0.13031375408172607
ridge,2024-11-11,2024-11-18,7,6.1,5.992006301879883,0.10799360275268555
ridge,2024-11-11,2024-11-25,14,-4.4,-4.421224594116211,0.021224498748779297
ridge,2024-11-11,2024-12-11,30,-9.6,-9.74614143371582,0.14614105224609375
ridge,2024-11-25,2024-11-26,1,-0.7,-0.7092792987823486,0.009279310703277588
ridge,2024-11-25,2024-11-28,3,-4.7,-4.730063438415527,0.030063629150390625
ridge,2024-11-25,2024-12-02,7,-3.1,-3.1820757389068604,0.08207583427429199
ridge,2024-11-25,2024-12-09,14,-9.3,-9.4000244140625,0.10002422332763672
ridge,2024-11-25,2024-12-25,30,-15.3,-15.387868881225586,0.08786869049072266
ridge,2024-12-09,2024-12-10,1,-2.1,-2.173064947128296,0.07306504249572754
ridge,2024-12-09,2024-12-12,3,-13.7,-13.788216590881348,0.08821678161621094
ridge,2024-12-09,2024-12-16,7,-1.4,-1.5828511714935303,0.18285119533538818
ridge,2024-12-09,2024-12-23,14,-8.3,-8.34676456451416,0.046764373779296875
ridge,2024-12-09,2025-01-08,30,-20.3,-20.293787002563477,0.0062122344970703125
ridge,2024-12-23,2024-12-24,1,-13.1,-13.267393112182617,0.16739273071289062
ridge,2024-12-23,2024-12-26,3,-7.2,-7.299476623535156,0.09947681427001953
ridge,2024-12-23,2024-12-30,7,1.1,1.0174980163574219,0.08250200748443604
ridge,2024-12-23,2025-01-06,14,-12.4,-12.31500244140625,0.08499717712402344
ridge,2024-12-23,2025-01-23,30,-17.7,-17.826984405517578,0.126983642578125
ridge,2025-01-06,2025-01-07,1,-16.5,-16.44202995300293,0.05797004699707031
ridge,2025-01-06,2025-01-09,3,-16.4,-16.415164947509766,0.015165328979492188
ridge,2025-01-06,2025-01-14,7,-9.4,-9.56206226348877,0.1620626449584961
ridge,2025-01-06,2025-01-21,14,-31.0,-31.081802368164062,0.0818023681640625
ridge,2025-01-06,2025-02-06,30,-9.8,-9.839753150939941,0.039752960205078125
ridge,2025-01-21,2025-01-22,1,-20.3,-20.371850967407227,0.07185173034667969
ridge,2025-01-21,2025-01-24,3,-23.9,-24.084056854248047,0.18405723571777344
ridge,2025-01-21,2025-01-28,7,-20.0,-20.016210556030273,0.016210556030273438
ridge,2025-01-21,2025-02-04,14,-15.8,-15.918790817260742,0.1187906265258789
ridge,2025-01-21,2025-02-20,30,-15.4,-15.457487106323242,0.05748748779296875
ridge,2025-02-04,2025-02-05,1,-16.1,-16.07842254638672,0.021577835083007812
ridge,2025-02-04,2025-02-07,3,-9.1,-9.146629333496094,0.04662895202636719
ridge,2025-02-04,2025-02-11,7,-21.0,-21.166942596435547,0.16694259643554688
ridge,2025-02-04,2025-02-18,14,-18.1,-18.142154693603516,0.04215431213378906
ridge,2025-02-04,2025-03-06,30,-6.7,-6.723373889923096,0.023374080657958984
ridge,2025-02-18,2025-02-19,1,-15.6,-15.645580291748047,0.04557991027832031
ridge,2025-02-18,2025-02-21,3,-11.2,-11.194169998168945,0.005829811096191406
ridge,2025-02-18,2025-02-25,7,-4.0,-4.032687187194824,0.03268718719482422
ridge,2025-02-18,2025-03-04,14,-0.2,-0.3598644733428955,0.15986447036266327
ridge,2025-02-18,2025-03-20,30,-5.1,-5.049874305725098,0.0501255989074707
ridge,2025-03-04,2025-03-05,1,-0.9,-0.9720189571380615,0.07201898097991943
ridge,2025-03-04,2025-03-07,3,-9.3,-9.241209983825684,0.05879020690917969
ridge,2025-03-04,2025-03-11,7,-7.2,-7.225643157958984,0.025643348693847656
ridge,2025-03-04,2025-03-18,14,-1.8,-1.618483304977417,0.1815166473388672
ridge,2025-03-04,2025-04-03,30,2.2,2.2599964141845703,0.05999636650085449
ridge,2025-03-18,2025-03-19,1,-0.6,-0.4726681709289551,0.12733185291290283
ridge,2025-03-18,2025-03-21,3,-5.8,-5.889575004577637,0.08957481384277344
ridge,2025-03-18,2025-03-25,7,-6.5,-6.444418907165527,0.055581092834472656
ridge,2025-03-18,2025-04-01,14,-9.1,-9.20483684539795,0.10483646392822266
ridge,2025-03-18,2025-04-17,30,-1.5,-1.3673248291015625,0.1326751708984375
ridge,2025-04-01,2025-04-02,1,-9.9,-10.010481834411621,0.11048221588134766
ridge,2025-04-01,2025-04-04,3,1.9,1.9406065940856934,0.04060661792755127
ridge,2025-04-01,2025-04-08,7,-9.3,-9.218199729919434,0.08180046081542969
ridge,2025-04-01,2025-04-15,14,0.2,0.2835121154785156,0.08351211249828339
ridge,2025-04-01,2025-05-01,30,3.7,3.6973319053649902,0.002668142318725586
ridge,2025-04-15,2025-04-16,1,-1.3,-1.2613880634307861,0.03861188888549805
ridge,2025-04-15,2025-04-18,3,3.1,3.1928794384002686,0.0928795337677002
ridge,2025-04-15,2025-04-22,7,2.5,2.436000347137451,0.06399965286254883
ridge,2025-04-15,2025-04-29,14,6.3,6.263884544372559,0.03611564636230469
ridge,2025-04-15,2025-05-15,30,18.8,18.78411865234375,0.015880584716796875
ridge,2025-04-29,2025-04-30,1,-0.2,-0.2304527759552002,0.030452772974967957
ridge,2025-04-29,2025-05-02,3,3.0,3.0070302486419678,0.0070302486419677734
ridge,2025-04-29,2025-05-06,7,14.0,14.007786750793457,0.007786750793457031
ridge,2025-04-29,2025-05-13,14,17.5,17.429832458496094,0.07016754150390625
ridge,2025-04-29,2025-05-30,30,10.1,10.094361305236816,0.005639076232910156
ridge,2025-05-13,2025-05-14,1,19.4,19.369478225708008,0.030521392822265625
ridge,2025-05-13,2025-05-17,3,12.3,12.260822296142578,0.039177894592285156
ridge,2025-05-13,2025-05-21,7,9.6,9.630779266357422,0.030778884887695312
ridge,2025-05-13,2025-05-28,14,15.9,16.008939743041992,0.10894012451171875
ridge,2025-05-28,2025-05-29,1,17.2,17.22934341430664,0.0293426513671875
ridge,2025-05-28,2025-05-31,3,6.9,6.846883773803711,0.0531163215637207
ridge,2025-05-28,2025-06-04,7,15.7,15.703550338745117,0.0035505294799804688
elastic_net,2023-06-08,2023-06-09,1,17.2,15.411447525024414,1.788553237915039
elastic_net,2023-06-08,2023-06-11,3,9.2,10.872291564941406,1.6722917556762695
elastic_net,2023-06-08,2023-06-15,7,12.9,12.423014640808105,0.47698497772216797
elastic_net,2023-06-08,2023-06-22,14,21.8,19.858341217041016,1.9416580200195312
elastic_net,2023-06-08,2023-07-08,30,19.1,18.080780029296875,1.0192203521728516
elastic_net,2023-06-22,2023-06-23,1,23.2,20.460111618041992,2.739889144897461
elastic_net,2023-06-22,2023-06-25,3,19.4,17.655799865722656,1.7441997528076172
elastic_net,2023-06-22,2023-06-29,7,16.3,15.177536010742188,1.1224632263183594
elastic_net,2023-06-22,2023-07-06,14,18.6,17.92278480529785,0.677215576171875
elastic_net,2023-06-22,2023-07-22,30,16.4,16.195453643798828,0.2045459747314453
elastic_net,2023-07-06,2023-07-07,1,19.8,19.12034797668457,0.6796512603759766
elastic_net,2023-07-06,2023-07-09,3,19.6,18.004480361938477,1.59552001953125
elastic_net,2023-07-06,2023-07-13,7,17.0,16.43562889099121,0.5643711090087891
elastic_net,2023-07-06,2023-07-20,14,18.4,17.248790740966797,1.1512088775634766
elastic_net,2023-07-06,2023-08-05,30,16.4,16.0555419921875,0.34445762634277344
elastic_net,2023-07-20,2023-07-21,1,17.4,16.740869522094727,0.6591300964355469
elastic_net,2023-07-20,2023-07-23,3,17.7,17.11493682861328,0.5850639343261719
elastic_net,2023-07-20,2023-07-27,7,21.6,18.824745178222656,2.7752552032470703
elastic_net,2023-07-20,2023-08-03,14,19.6,17.630836486816406,1.9691638946533203
elastic_net,2023-07-20,2023-08-19,30,16.7,16.235727310180664,0.46427345275878906
elastic_net,2023-08-03,2023-08-04,1,17.1,16.067182540893555,1.0328178405761719
elastic_net,2023-08-03,2023-08-06,3,16.2,15.979156494140625,0.22084426879882812
elastic_net,2023-08-03,2023-08-10,7,17.6,16.536867141723633,1.0631332397460938
elastic_net,2023-08-03,2023-08-17,14,20.1,18.344533920288086,1.7554664611816406
elastic_net,2023-08-03,2023-09-04,30,23.7,20.299226760864258,3.4007740020751953
elastic_net,2023-08-17,2023-08-18,1,13.8,14.121461868286133,0.32146167755126953
elastic_net,2023-08-17,2023-08-20,3,19.1,17.505571365356445,1.5944290161132812
elastic_net,2023-08-17,2023-08-26,7,12.4,12.487881660461426,0.08788204193115234
elastic_net,2023-08-17,2023-09-02,14,21.9,18.31128692626953,3.588712692260742
elastic_net,2023-08-17,2023-09-18,30,8.4,8.949296951293945,0.5492973327636719
elastic_net,2023-09-02,2023-09-03,1,21.3,17.565624237060547,3.734375
elastic_net,2023-09-02,2023-09-05,3,23.9,20.57574462890625,3.3242549896240234
elastic_net,2023-09-02,2023-09-09,7,12.0,11.788813591003418,0.21118640899658203
elastic_net,2023-09-02,2023-09-16,14,14.6,12.6555757522583,1.9444246292114258
elastic_net,2023-09-02,2023-10-02,30,18.6,14.773564338684082,3.8264360427856445
elastic_net,2023-09-16,2023-09-17,1,13.6,12.021047592163086,1.5789527893066406
elastic_net,2023-09-16,2023-09-19,3,8.8,9.155607223510742,0.3556070327758789
elastic_net,2023-09-16,2023-09-23,7,15.5,12.869806289672852,2.6301937103271484
elastic_net,2023-09-16,2023-09-30,14,15.2,11.984447479248047,3.21555233001709
elastic_net,2023-09-16,2023-10-16,30,6.6,6.266039848327637,0.33396005630493164
elastic_net,2023-09-30,2023-10-01,1,17.1,13.165894508361816,3.93410587310791
elastic_net,2023-09-30,2023-10-03,3,20.4,16.113800048828125,4.286199569702148
elastic_net,2023-09-30,2023-10-07,7,7.6,8.985475540161133,1.3854756355285645
elastic_net,2023-09-30,2023-10-14,14,7.5,6.6007866859436035,0.8992133140563965
elastic_net,2023-09-30,2023-10-30,30,-2.6,-0.7668273448944092,1.8331725597381592
elastic_net,2023-10-14,2023-10-15,1,7.2,6.856899738311768,0.34310007095336914
elastic_net,2023-10-14,2023-10-17,3,5.5,5.430222511291504,0.0697774887084961
elastic_net,2023-10-14,2023-10-21,7,4.2,3.5998823642730713,0.6001174449920654
elastic_net,2023-10-14,2023-10-28,14,2.1,2.4483814239501953,0.34838151931762695
elastic_net,2023-10-14,2023-11-13,30,2.1,0.6209981441497803,1.479001760482788
elastic_net,2023-10-28,2023-10-29,1,0.3,1.3103892803192139,1.0103893280029297
elastic_net,2023-10-28,2023-10-31,3,-3.6,-1.9674005508422852,1.6325993537902832
elastic_net,2023-10-28,2023-11-04,7,0.0,-0.22287321090698242,0.22287321090698242
elastic_net,2023-10-28,2023-11-11,14,-3.0,-2.586118221282959,0.413881778717041
elastic_net,2023-10-28,2023-11-27,30,-6.4,-5.204326629638672,1.1956734657287598
elastic_net,2023-11-11,2023-11-12,1,-3.3,-2.4795145988464355,0.8204853534698486
elastic_net,2023-11-11,2023-11-14,3,1.0,-0.2589857578277588,1.2589857578277588
elastic_net,2023-11-11,2023-11-18,7,-1.9,-1.048933506011963,0.8510664701461792
elastic_net,2023-11-11,2023-11-25,14,-3.7,-3.5256004333496094,0.17439961433410645
elastic_net,2023-11-11,2023-12-11,30,-6.5,-6.4224419593811035,0.07755804061889648
elastic_net,2023-11-25,2023-11-26,1,-2.6,-3.4101057052612305,0.8101058006286621
elastic_net,2023-11-25,2023-11-28,3,-12.5,-8.799368858337402,3.7006311416625977
elastic_net,2023-11-25,2023-12-02,7,-9.7,-8.051979064941406,1.6480207443237305
elastic_net,2023-11-25,2023-12-09,14,3.6,-0.06305074691772461,3.663050651550293
elastic_net,2023-11-25,2023-12-25,30,1.8,-0.7062029838562012,2.5062029361724854
elastic_net,2023-12-09,2023-12-10,1,-0.8,-2.9009087085723877,2.1009087562561035
elastic_net,2023-12-09,2023-12-12,3,-4.4,-4.75942325592041,0.3594231605529785
elastic_net,2023-12-09,2023-12-16,7,-3.1,-4.338565826416016,1.2385659217834473
elastic_net,2023-12-09,2023-12-23,14,-3.2,-4.25653076171875,1.0565307140350342
elastic_net,2023-12-09,2024-01-08,30,-13.8,-11.06481647491455,2.7351837158203125
elastic_net,2023-12-23,2023-12-24,1,0.2,-2.996232032775879,3.1962320804595947
elastic_net,2023-12-23,2023-12-26,3,0.9,-0.7814633846282959,1.681463360786438
elastic_net,2023-12-23,2023-12-30,7,-6.5,-3.978231906890869,2.521768093109131
elastic_net,2023-12-23,2024-01-06,14,-12.6,-10.712183952331543,1.8878164291381836
elastic_net,2023-12-23,2024-01-22,30,-5.1,-7.318547248840332,2.2185473442077637
elastic_net,2024-01-06,2024-01-07,1,-10.7,-8.917744636535645,1.7822551727294922
elastic_net,2024-01-06,2024-01-09,3,-11.9,-10.409415245056152,1.490584373474121
elastic_net,2024-01-06,2024-01-13,7,-12.7,-11.049347877502441,1.6506519317626953
elastic_net,2024-01-06,2024-01-20,14,-16.2,-14.456374168395996,1.743626594543457
elastic_net,2024-01-06,2024-02-05,30,-6.5,-6.766415596008301,0.2664155960083008
elastic_net,2024-01-20,2024-01-21,1,-13.8,-13.413402557373047,0.3865976333618164
elastic_net,2024-01-20,2024-01-23,3,-11.7,-11.227362632751465,0.4726371765136719
elastic_net,2024-01-20,2024-01-27,7,2.0,-0.08825969696044922,2.088259696960449
elastic_net,2024-01-20,2024-02-03,14,-5.1,-5.595157623291016,0.49515771865844727
elastic_net,2024-01-20,2024-02-19,30,-17.4,-15.207342147827148,2.192657470703125
elastic_net,2024-02-03,2024-02-04,1,-5.6,-6.298717498779297,0.6987175941467285
elastic_net,2024-02-03,2024-02-06,3,-6.2,-6.5791168212890625,0.3791170120239258
elastic_net,2024-02-03,2024-02-10,7,0.9,-0.3394651412963867,1.2394651174545288
elastic_net,2024-02-03,2024-02-17,14,-18.8,-15.003622055053711,3.796377182006836
elastic_net,2024-02-03,2024-03-04,30,4.3,0.7457113265991211,3.554288864135742
elastic_net,2024-02-17,2024-02-18,1,-13.4,-11.61728286743164,1.7827167510986328
elastic_net,2024-02-17,2024-02-20,3,-12.7,-11.359339714050293,1.3406600952148438
elastic_net,2024-02-17,2024-02-24,7,-15.4,-10.854336738586426,4.545662879943848
elastic_net,2024-02-17,2024-03-02,14,0.9,-1.3204832077026367,2.2204833030700684
elastic_net,2024-02-17,2024-03-18,30,-6.5,-4.507309913635254,1.992690086364746
elastic_net,2024-03-02,2024-03-03,1,0.5,-2.969454050064087,3.469454050064087
elastic_net,2024-03-02,2024-03-05,3,1.0,-0.9994261264801025,1.9994261264801025
elastic_net,2024-03-02,2024-03-09,7,-2.1,-3.0438735485076904,0.9438736438751221
